customer_id,number_of_site_visits,number_of_emails_opened,number_of_clicks
7868,25,5,8
7869,190,59,87
7870,52,63,11
7871,7,58,39
7872,11,30,6
7873,76,112,31
7874,484,143,83
7875,16,2,1
7876,23,56,16
7877,1,1,1
7878,164,30,14
7879,41,11,5
7880,41,71,19
7881,6,3,1
7882,81,73,23
7883,24,7,3
7884,47,53,27
7885,216,56,24
7886,291,63,84
7887,68,117,15
7888,163,105,6
7889,14,4,2
7890,39,18,7
7891,238,39,23
7892,154,16,10
7893,16,17,82
7894,174,106,1
7895,87,45,14
7896,528,2,91
7897,132,7,17
7898,10,2,1
7899,224,113,10
7900,349,236,49
7901,24,24,62
7902,120,69,67
7903,18,4,3
7904,22,5,1
7905,34,2,1
7906,6,10,7
7907,185,15,25
7908,27,20,11
7909,21,4,10
7910,5,8,4
7911,103,58,2
7912,18,19,1
7913,116,43,10
7914,12,14,27
7915,2,1,1
7916,2,4,1
7917,63,5,3
7918,335,285,48
7919,91,43,1
7920,287,26,22
7921,32,24,1
7922,55,33,7
7923,446,72,64
7924,94,61,24
7925,100,49,22
7926,103,28,38
7927,17,6,52
7928,1,1,1
7929,6,1,1
7930,59,32,16
7931,10,86,22
7932,141,10,13
7933,55,102,25
7934,41,220,54
7935,40,10,1
7936,15,3,1
7937,145,167,63
7938,7,3,1
7939,41,2,7
7940,231,69,21
7941,26,2,15
7942,223,168,42
7943,60,14,2
7944,9,8,1
7945,6,5,3
7946,10,3,1
7947,33,7,3
7948,164,52,15
7949,41,5,8
7950,40,14,10
7951,31,125,8
7952,44,18,2
7953,199,107,4
7954,623,272,49
7955,24,2,4
7956,11,46,34
7957,198,154,41
7958,79,12,15
7959,49,43,20
7960,549,137,51
7961,334,176,46
7962,20,1,24
7963,5,31,8
7964,232,130,49
7965,134,37,75
7966,115,50,36
7967,10,3,1
7968,12,1,1
7969,76,30,14
7970,3,1,1
7971,40,15,3
7972,105,57,52
7973,73,19,4
7974,24,11,2
7975,198,36,38
7976,124,45,16
7977,52,93,27
7978,166,1,16
7979,55,110,45
7980,416,14,101
7981,181,95,2
7982,40,9,5
7983,21,19,9
7984,14,37,11
7985,150,3,11
7986,458,57,79
7987,122,38,29
7988,12,9,1
7989,148,59,23
7990,35,16,8
7991,85,21,3
7992,41,109,22
7993,29,10,1
7994,171,86,19
7995,14,2,2
7996,1,2,1
7997,15,11,37
7998,32,6,2
7999,29,7,2
8000,427,50,49
8001,7,3,2
8002,246,106,37
8003,74,24,15
8004,40,19,4
8005,291,24,59
8006,223,84,30
8007,10,9,1
8008,1,1,1
8009,78,2,20
8010,20,13,7
8011,206,107,40
8012,8,6,2
8013,237,67,18
8014,2,1,1
8015,56,21,10
8016,131,11,15
8017,11,34,17
8018,139,54,17
8019,314,38,45
8020,44,41,1
8021,83,16,18
8022,116,17,17
8023,8,1,1
8024,29,4,4
8025,82,39,6
8026,420,55,82
8027,421,107,69
8028,117,78,2
8029,368,144,14
8030,395,121,128
8031,31,34,9
8032,37,46,58
8033,257,147,34
8034,6,3,1
8035,158,75,23
8036,12,22,9
8037,172,20,14
8038,41,8,13
8039,38,39,15
8040,5,16,9
8041,64,27,10
8042,43,5,54
8043,14,1,8
8044,21,3,4
8045,11,8,1
8046,512,88,73
8047,3,1,1
8048,274,34,37
8049,474,118,49
8050,23,3,1
8051,14,23,3
8052,125,56,13
8053,8,7,2
8054,20,21,28
8055,309,25,34
8056,46,9,3
8057,18,8,2
8058,15,31,71
8059,335,127,42
8060,1,1,1
8061,8,45,18
8062,269,72,61
8063,16,8,2
8064,682,106,47
8065,174,77,73
8066,10,26,18
8067,104,92,38
8068,130,24,8
8069,12,21,15
8070,16,2,9
8071,110,40,4
8072,136,31,25
8073,2,4,1
8074,22,18,12
8075,68,46,28
8076,6,26,3
8077,325,25,32
8078,452,168,48
8079,2,3,1
8080,84,21,4
8081,332,56,18
8082,1,1,1
8083,7,12,4
8084,10,1,1
8085,311,244,124
8086,8,13,2
8087,304,90,40
8088,173,181,65
8089,2,1,1
8090,23,10,2
8091,212,94,41
8092,8,7,4
8093,196,34,33
8094,4,3,2
8095,175,12,15
8096,280,160,37
8097,181,82,39
8098,2,1,1
8099,150,128,54
8100,116,51,31
8101,11,5,12
8102,479,17,74
8103,62,40,42
8104,1,1,1
8105,12,20,2
8106,325,184,4
8107,32,14,7
8108,34,66,27
8109,12,12,2
8110,26,4,3
8111,2,1,1
8112,215,42,7
8113,2,3,1
8114,290,26,14
8115,63,37,22
8116,197,22,6
8117,20,1,2
8118,81,28,10
8119,166,21,33
8120,71,1,9
8121,23,49,28
8122,62,7,12
8123,321,25,6
8124,134,67,31
8125,21,2,2
8126,21,68,5
8127,82,26,7
8128,47,15,14
8129,176,11,30
8130,24,36,17
8131,7,2,1
8132,55,18,8
8133,174,39,46
8134,71,24,19
8135,65,30,22
8136,21,4,25
8137,50,36,6
8138,378,189,80
8139,100,2,79
8140,7,4,9
8141,83,64,2
8142,67,43,12
8143,79,37,5
8144,43,25,2
8145,23,23,12
8146,4,15,9
8147,10,4,4
8148,10,7,2
8149,232,93,46
8150,298,133,19
8151,24,2,3
8152,5,2,1
8153,218,33,33
8154,148,149,120
8155,42,1,6
8156,45,15,6
8157,102,8,17
8158,474,131,84
8159,4,1,1
8160,34,18,15
8161,132,57,1
8162,19,13,16
8163,68,33,3
8164,483,179,61
8165,50,1,8
8166,198,193,77
8167,83,17,7
8168,286,11,29
8169,1,1,1
8170,1,11,1
8171,29,11,7
8172,436,54,26
8173,334,42,66
8174,98,12,30
8175,68,8,8
8176,104,132,21
8177,21,5,3
8178,22,7,2
8179,58,65,39
8180,22,5,2
8181,180,110,9
8182,32,4,1
8183,10,3,7
8184,170,69,27
8185,2,104,30
8186,19,10,1
8187,16,7,22
8188,11,5,1
8189,42,2,4
8190,45,38,6
8191,1,1,1
8192,81,48,5
8193,160,3,7
8194,4,4,2
8195,349,47,71
8196,49,3,4
8197,11,9,5
8198,1,1,1
8199,31,8,2
8200,1,1,1
8201,171,86,26
8202,11,34,23
8203,297,176,8
8204,504,262,6
8205,113,37,19
8206,21,79,14
8207,1,1,1
8208,309,136,5
8209,244,48,75
8210,36,22,12
8211,48,7,14
8212,57,114,31
8213,64,33,7
8214,138,45,9
8215,94,5,12
8216,83,14,8
8217,32,25,4
8218,6,31,4
8219,15,6,2
8220,45,32,8
8221,297,20,19
8222,22,13,3
8223,43,12,6
8224,112,88,73
8225,84,92,43
8226,13,6,1
8227,1,16,3
8228,96,3,9
8229,21,8,1
8230,83,12,4
8231,74,34,11
8232,20,23,19
8233,47,3,5
8234,34,3,9
8235,50,21,21
8236,138,58,19
8237,253,93,17
8238,280,13,21
8239,44,2,16
8240,15,11,4
8241,45,101,19
8242,1,1,1
8243,1,61,20
8244,2,9,2
8245,132,38,20
8246,40,202,27
8247,2,1,1
8248,6,5,2
8249,29,4,4
8250,288,80,30
8251,132,27,17
8252,483,61,22
8253,3,1,1
8254,18,12,1
8255,26,42,1
8256,209,70,19
8257,1,4,2
8258,108,68,23
8259,3,14,18
8260,2,1,1
8261,185,14,4
8262,9,28,6
8263,32,72,39
8264,20,48,21
8265,123,16,16
8266,4,13,4
8267,96,39,1
8268,103,24,25
8269,24,1,4
8270,47,17,8
8271,8,10,8
8272,3,13,1
8273,12,10,7
8274,81,77,41
8275,165,31,25
8276,84,45,9
8277,133,5,18
8278,1,2,1
8279,64,20,4
8280,9,1,1
8281,17,3,2
8282,32,70,32
8283,99,66,23
8284,168,166,8
8285,3,24,4
8286,135,2,22
8287,17,18,4
8288,36,11,6
8289,43,48,8
8290,187,83,61
8291,17,4,4
8292,135,101,10
8293,1,1,1
8294,71,25,13
8295,17,3,2
8296,7,1,8
8297,6,125,21
8298,61,19,3
8299,12,41,5
8300,31,12,3
8301,16,22,8
8302,546,130,81
8303,8,3,4
8304,164,29,1
8305,555,102,27
8306,11,10,5
8307,62,22,12
8308,11,4,3
8309,556,14,67
8310,23,18,5
8311,34,7,4
8312,75,48,7
8313,1,1,1
8314,142,62,28
8315,33,8,11
8316,77,117,22
8317,17,25,6
8318,1,8,4
8319,118,100,22
8320,211,90,38
8321,1,2,1
8322,164,119,45
8323,108,43,10
8324,19,5,12
8325,12,9,7
8326,7,9,6
8327,133,1,89
8328,219,58,41
8329,116,62,4
8330,38,53,34
8331,1,4,1
8332,192,66,37
8333,179,50,41
8334,22,48,24
8335,9,6,3
8336,116,69,34
8337,607,43,13
8338,147,54,19
8339,67,86,25
8340,465,52,100
8341,25,32,3
8342,52,27,5
8343,2,1,1
8344,103,40,22
8345,11,1,1
8346,108,24,2
8347,453,38,43
8348,112,15,10
8349,299,136,21
8350,1,1,1
8351,289,81,51
8352,269,74,52
8353,17,9,5
8354,28,7,7
8355,285,24,21
8356,295,109,44
8357,4,1,1
8358,24,3,1
8359,170,19,15
8360,63,16,8
8361,38,11,5
8362,108,71,22
8363,3,1,1
8364,4,11,6
8365,30,10,5
8366,424,90,38
8367,69,27,21
8368,34,5,8
8369,25,2,27
8370,68,30,2
8371,400,105,70
8372,232,6,45
8373,167,50,41
8374,14,3,2
8375,3,1,1
8376,143,69,4
8377,97,91,79
8378,229,21,36
8379,50,33,5
8380,4,59,29
8381,216,68,17
8382,26,13,1
8383,6,47,27
8384,106,20,54
8385,1,3,1
8386,305,107,35
8387,43,13,4
8388,69,13,3
8389,94,13,9
8390,214,48,27
8391,3,35,25
8392,43,24,28
8393,10,44,14
8394,11,3,1
8395,17,1,3
8396,1,1,1
8397,7,4,1
8398,103,22,10
8399,13,5,2
8400,10,3,1
8401,91,14,1
8402,13,4,1
8403,11,91,7
8404,50,6,3
8405,301,128,38
8406,43,21,11
8407,35,10,9
8408,389,107,35
8409,118,6,16
8410,218,39,24
8411,13,6,1
8412,110,17,7
8413,2,1,1
8414,17,14,15
8415,53,44,16
8416,2,1,1
8417,3,1,1
8418,3,1,1
8419,89,16,15
8420,112,74,16
8421,42,38,6
8422,10,3,2
8423,7,3,1
8424,31,32,9
8425,92,19,3
8426,15,5,10
8427,16,1,2
8428,15,3,1
8429,1,1,1
8430,101,39,30
8431,11,8,1
8432,5,2,2
8433,28,2,3
8434,29,4,2
8435,12,6,2
8436,167,47,49
8437,422,15,47
8438,57,20,24
8439,14,45,7
8440,46,84,38
8441,259,101,38
8442,233,177,74
8443,66,41,31
8444,29,5,6
8445,41,16,3
8446,4,1,1
8447,170,43,30
8448,7,2,1
8449,440,97,87
8450,192,54,27
8451,141,46,29
8452,202,76,17
8453,225,71,8
8454,1,1,1
8455,219,16,90
8456,92,26,11
8457,451,176,84
8458,6,4,2
8459,25,15,12
8460,33,40,23
8461,5,11,15
8462,8,1,1
8463,13,23,31
8464,210,65,37
8465,90,39,14
8466,542,30,69
8467,2,2,1
8468,99,36,21
8469,138,23,8
8470,232,34,19
8471,169,114,39
8472,35,11,4
8473,148,34,35
8474,63,25,27
8475,2,20,8
8476,42,12,2
8477,292,119,25
8478,187,58,39
8479,37,15,5
8480,7,9,2
8481,167,79,55
8482,21,3,5
8483,13,2,2
8484,57,9,14
8485,5,1,1
8486,20,2,11
8487,4,1,1
8488,47,23,10
8489,31,32,8
8490,193,6,5
8491,2,5,3
8492,67,13,8
8493,3,87,21
8494,645,130,27
8495,130,59,41
8496,2,8,1
8497,59,27,7
8498,115,86,23
8499,41,13,24
8500,102,11,24
8501,511,232,13
8502,44,44,4
8503,127,85,15
8504,32,19,27
8505,411,172,47
8506,555,267,74
8507,45,3,4
8508,157,61,41
8509,299,70,53
8510,14,34,6
8511,4,4,1
8512,6,2,1
8513,39,62,7
8514,224,47,39
8515,9,7,1
8516,36,10,4
8517,85,16,5
8518,49,1,8
8519,27,98,56
8520,11,6,3
8521,434,152,32
8522,194,180,2
8523,7,6,1
8524,120,86,100
8525,126,139,23
8526,3,1,1
8527,180,72,5
8528,1,1,1
8529,46,21,10
8530,64,12,9
8531,6,20,1
8532,22,10,7
8533,51,122,16
8534,55,42,40
8535,166,2,15
8536,9,16,1
8537,24,6,2
8538,13,10,6
8539,1,32,8
8540,76,43,28
8541,30,13,7
8542,29,15,4
8543,24,30,12
8544,86,1,13
8545,607,47,14
8546,1,13,6
8547,64,78,72
8548,1,1,1
8549,26,11,4
8550,129,6,3
8551,14,4,9
8552,22,15,1
8553,132,1,25
8554,5,1,2
8555,20,1,2
8556,5,2,1
8557,47,2,8
8558,56,34,8
8559,149,188,6
8560,15,28,5
8561,26,13,6
8562,62,18,9
8563,39,10,1
8564,223,10,71
8565,10,4,1
8566,4,2,1
8567,37,24,18
8568,229,9,11
8569,2,22,11
8570,259,46,36
8571,6,3,1
8572,7,4,1
8573,30,12,13
8574,100,127,1
8575,14,6,2
8576,53,5,7
8577,372,20,25
8578,447,158,68
8579,395,161,70
8580,35,10,16
8581,33,5,8
8582,306,72,1
8583,28,10,1
8584,28,66,36
8585,5,3,2
8586,246,14,54
8587,10,30,20
8588,490,94,1
8589,238,49,19
8590,49,15,12
8591,25,5,5
8592,308,58,18
8593,214,91,7
8594,257,90,37
8595,7,9,4
8596,26,17,4
8597,506,62,70
8598,181,60,51
8599,157,60,29
8600,7,2,1
8601,181,20,16
8602,68,9,1
8603,44,5,7
8604,104,32,10
8605,200,25,12
8606,99,45,26
8607,70,4,28
8608,215,117,45
8609,246,36,37
8610,83,24,47
8611,224,100,10
8612,4,5,1
8613,60,40,13
8614,10,4,1
8615,50,4,1
8616,152,19,17
8617,150,35,3
8618,257,45,56
8619,118,15,96
8620,50,8,10
8621,288,37,67
8622,154,65,29
8623,237,2,36
8624,75,13,8
8625,94,45,9
8626,79,59,46
8627,381,75,43
8628,78,7,16
8629,94,49,12
8630,19,71,4
8631,10,61,37
8632,17,30,11
8633,8,7,2
8634,197,146,74
8635,14,4,1
8636,20,10,2
8637,307,28,65
8638,328,158,44
8639,16,57,15
8640,9,2,1
8641,3,8,4
8642,6,67,9
8643,1,1,1
8644,22,179,41
8645,84,29,62
8646,118,57,16
8647,130,18,21
8648,176,90,39
8649,136,50,25
8650,189,117,56
8651,522,134,70
8652,6,4,1
8653,2,1,1
8654,139,148,37
8655,1,1,1
8656,104,52,43
8657,156,71,1
8658,1,1,1
8659,181,23,29
8660,11,42,16
8661,2,23,9
8662,20,28,8
8663,57,27,9
8664,1,1,1
8665,176,88,21
8666,65,19,31
8667,54,5,16
8668,1,1,1
8669,103,54,22
8670,75,34,16
8671,2,1,1
8672,94,48,6
8673,160,157,66
8674,45,21,5
8675,8,4,7
8676,9,1,2
8677,118,40,25
8678,154,11,10
8679,14,69,29
8680,20,9,9
8681,194,8,17
8682,4,1,1
8683,244,28,50
8684,8,10,7
8685,14,7,1
8686,16,1,1
8687,129,4,3
8688,260,116,11
8689,54,4,14
8690,31,9,6
8691,2,1,1
8692,123,98,11
8693,18,126,51
8694,380,3,32
8695,207,71,36
8696,19,1,2
8697,15,8,2
8698,2,3,1
8699,103,67,9
8700,5,32,36
8701,26,25,1
8702,45,48,22
8703,49,18,4
8704,338,108,15
8705,111,76,14
8706,13,5,2
8707,178,102,43
8708,25,15,6
8709,8,2,1
8710,89,3,25
8711,367,45,75
8712,23,8,1
8713,123,6,5
8714,228,60,42
8715,136,39,3
8716,1,1,1
8717,74,47,20
8718,82,45,15
8719,9,3,1
8720,93,48,25
8721,36,75,12
8722,4,19,26
8723,1,1,1
8724,19,13,7
8725,3,2,2
8726,9,5,1
8727,8,6,2
8728,120,34,88
8729,20,19,11
8730,37,35,14
8731,159,75,31
8732,155,19,40
8733,63,17,3
8734,8,2,1
8735,172,50,12
8736,34,15,16
8737,110,33,30
8738,32,6,6
8739,52,44,1
8740,47,45,23
8741,132,14,6
8742,4,5,3
8743,70,26,6
8744,12,1,5
8745,323,20,2
8746,35,8,7
8747,232,73,28
8748,216,59,1
8749,87,1,18
8750,59,57,22
8751,20,46,12
8752,28,7,4
8753,4,2,3
8754,125,1,29
8755,15,11,3
8756,9,3,1
8757,157,65,40
8758,16,9,15
8759,37,33,16
8760,365,147,86
8761,109,51,16
8762,56,31,24
8763,46,10,13
8764,1,1,1
8765,7,1,1
8766,30,39,2
8767,204,28,14
8768,131,27,25
8769,27,2,1
8770,59,23,5
8771,27,5,4
8772,40,86,8
8773,44,82,37
8774,6,11,6
8775,92,46,1
8776,94,34,17
8777,8,2,1
8778,165,17,19
8779,10,32,4
8780,175,203,103
8781,8,6,1
8782,410,34,34
8783,31,9,11
8784,14,4,1
8785,10,4,1
8786,71,4,15
8787,53,110,28
8788,3,8,3
8789,284,75,67
8790,156,153,82
8791,10,6,3
8792,80,29,21
8793,1,1,1
8794,39,11,15
8795,17,9,2
8796,10,3,4
8797,404,92,6
8798,1,1,1
8799,13,17,4
8800,5,1,3
8801,18,107,51
8802,150,45,4
8803,153,59,10
8804,7,28,22
8805,194,15,4
8806,179,79,43
8807,74,45,7
8808,9,4,2
8809,60,52,29
8810,309,31,45
8811,147,63,6
8812,11,18,1
8813,35,11,7
8814,91,9,21
8815,1,1,1
8816,287,18,22
8817,14,17,14
8818,67,29,18
8819,219,2,6
8820,40,3,13
8821,52,13,6
8822,173,34,47
8823,14,14,7
8824,2,1,1
8825,68,20,5
8826,1,1,1
8827,65,23,20
8828,94,38,47
8829,113,24,17
8830,169,58,14
8831,216,67,6
8832,2,6,7
8833,279,31,9
8834,1,1,1
8835,67,5,20
8836,74,12,18
8837,22,3,4
8838,189,105,45
8839,202,90,26
8840,83,5,14
8841,71,38,44
8842,210,7,38
8843,20,18,4
8844,6,5,1
8845,40,18,3
8846,2,2,1
8847,3,4,1
8848,3,4,1
8849,629,263,31
8850,83,119,40
8851,39,25,10
8852,18,1,8
8853,239,116,18
8854,66,24,11
8855,209,47,6
8856,64,9,11
8857,79,42,28
8858,37,15,3
8859,5,21,6
8860,45,12,3
8861,113,12,27
8862,13,2,1
8863,5,5,2
8864,178,1,4
8865,37,11,32
8866,231,14,33
8867,37,135,101
8868,122,49,31
8869,91,30,9
8870,28,46,15
8871,362,4,29
8872,108,35,10
8873,45,59,19
8874,50,33,32
8875,51,15,33
8876,334,65,53
8877,87,30,3
8878,390,166,56
8879,354,78,55
8880,216,117,46
8881,122,16,50
8882,87,10,17
8883,349,57,71
8884,99,21,21
8885,231,8,46
8886,4,1,1
8887,114,69,8
8888,92,20,21
8889,19,52,9
8890,34,11,5
8891,57,76,40
8892,3,3,1
8893,21,3,1
8894,10,2,1
8895,4,9,11
8896,12,4,3
8897,41,56,25
8898,97,54,13
8899,31,15,1
8900,75,23,15
8901,2,24,9
8902,85,17,19
8903,40,10,2
8904,115,15,6
8905,208,51,53
8906,45,10,8
8907,73,114,13
8908,10,43,6
8909,81,22,17
8910,10,3,1
8911,15,25,11
8912,308,183,41
8913,33,19,3
8914,20,5,1
8915,166,104,33
8916,28,9,2
8917,27,59,31
8918,518,166,79
8919,98,45,30
8920,4,2,1
8921,19,10,13
8922,1,1,1
8923,173,28,62
8924,97,26,32
8925,68,67,46
8926,162,36,23
8927,75,46,18
8928,27,5,19
8929,284,125,56
8930,2,1,1
8931,1,1,1
8932,90,25,4
8933,25,11,1
8934,27,82,20
8935,64,40,16
8936,150,21,14
8937,317,108,53
8938,1,9,1
8939,67,22,5
8940,91,111,37
8941,32,4,3
8942,4,7,2
8943,73,25,21
8944,160,47,34
8945,18,6,1
8946,6,1,1
8947,45,21,16
8948,103,24,24
8949,46,4,9
8950,70,37,8
8951,19,6,4
8952,25,15,41
8953,21,14,14
8954,19,4,3
8955,101,79,11
8956,9,6,7
8957,2,6,1
8958,107,60,26
8959,1,1,1
8960,15,29,10
8961,332,16,63
8962,35,2,16
8963,29,12,3
8964,1,1,1
8965,162,32,32
8966,183,97,11
8967,32,3,12
8968,148,2,17
8969,57,16,5
8970,167,114,24
8971,82,33,4
8972,148,7,21
8973,181,120,102
8974,212,106,35
8975,34,45,25
8976,221,70,16
8977,48,11,18
8978,61,13,3
8979,168,67,24
8980,10,6,1
8981,121,61,29
8982,26,17,6
8983,11,7,2
8984,37,2,8
8985,120,33,11
8986,46,57,3
8987,11,25,8
8988,1,3,1
8989,93,51,15
8990,21,9,1
8991,315,158,12
8992,1,1,1
8993,270,50,44
8994,18,15,7
8995,138,50,7
8996,15,6,2
8997,70,62,39
8998,9,1,1
8999,1,1,1
9000,7,30,21
9001,174,177,65
9002,45,8,6
9003,30,6,2
9004,6,1,1
9005,11,17,3
9006,554,197,39
9007,1,1,1
9008,92,10,11
9009,155,60,9
9010,47,29,8
9011,222,78,20
9012,131,55,17
9013,102,24,30
9014,14,11,2
9015,22,12,5
9016,118,78,22
9017,14,8,8
9018,1,1,1
9019,349,50,3
9020,44,20,2
9021,130,16,25
9022,110,33,27
9023,2,3,10
9024,86,30,3
9025,283,54,20
9026,49,43,15
9027,24,12,28
9028,78,28,6
9029,32,9,17
9030,172,70,13
9031,317,85,78
9032,31,21,27
9033,134,30,8
9034,32,3,5
9035,4,73,95
9036,53,5,12
9037,142,38,25
9038,2,1,1
9039,1,2,1
9040,101,31,16
9041,41,18,1
9042,90,58,59
9043,13,1,1
9044,142,51,9
9045,83,15,20
9046,15,3,2
9047,101,149,64
9048,44,12,9
9049,91,15,18
9050,29,6,28
9051,97,28,37
9052,200,30,45
9053,50,10,15
9054,20,9,3
9055,26,21,8
9056,9,8,1
9057,178,79,43
9058,143,82,19
9059,48,17,20
9060,120,117,41
9061,1,13,5
9062,93,19,14
9063,335,101,83
9064,64,91,48
9065,446,165,36
9066,462,138,71
9067,43,1,2
9068,47,6,4
9069,13,3,8
9070,38,100,20
9071,120,86,3
9072,181,59,62
9073,9,6,4
9074,125,77,3
9075,210,32,23
9076,41,6,5
9077,446,129,40
9078,24,36,11
9079,51,10,4
9080,19,7,1
9081,302,107,15
9082,233,112,55
9083,143,42,15
9084,13,19,3
9085,138,45,75
9086,366,127,60
9087,13,19,13
9088,30,19,13
9089,11,3,1
9090,365,98,33
9091,42,15,6
9092,406,177,10
9093,23,3,10
9094,75,82,13
9095,9,3,1
9096,263,133,76
9097,91,36,20
9098,31,17,8
9099,14,5,4
9100,200,72,5
9101,5,3,1
9102,122,189,66
9103,11,80,37
9104,27,38,25
9105,35,20,22
9106,13,23,14
9107,68,75,33
9108,92,99,39
9109,34,10,11
9110,76,26,7
9111,115,19,47
9112,5,2,1
9113,7,1,1
9114,58,46,40
9115,40,6,8
9116,617,151,86
9117,43,25,12
9118,26,22,4
9119,13,29,13
9120,116,55,7
9121,54,48,9
9122,1,35,75
9123,2,1,1
9124,5,4,1
9125,31,71,28
9126,304,82,17
9127,102,24,6
9128,89,130,38
9129,113,71,22
9130,87,37,18
9131,214,69,68
9132,25,21,5
9133,222,56,42
9134,334,64,2
9135,81,28,14
9136,6,2,1
9137,1,1,1
9138,72,30,8
9139,72,53,14
9140,8,2,1
9141,18,30,2
9142,214,90,6
9143,169,87,8
9144,139,12,26
9145,133,90,4
9146,86,83,32
9147,271,67,3
9148,72,59,20
9149,7,1,11
9150,27,11,3
9151,234,39,9
9152,56,19,10
9153,110,44,37
9154,52,29,11
9155,235,165,8
9156,17,14,6
9157,67,27,30
9158,10,16,28
9159,130,56,30
9160,108,14,20
9161,2,2,1
9162,25,3,3
9163,125,25,24
9164,13,4,4
9165,3,17,45
9166,9,13,5
9167,2,1,1
9168,12,14,33
9169,69,29,9
9170,223,48,35
9171,9,3,1
9172,88,33,23
9173,1,2,1
9174,67,20,15
9175,94,5,23
9176,232,32,43
9177,13,9,5
9178,20,1,9
9179,170,25,31
9180,145,59,18
9181,64,22,4
9182,37,14,5
9183,14,3,3
9184,222,83,49
9185,169,16,46
9186,67,43,6
9187,25,12,2
9188,37,78,27
9189,122,42,64
9190,10,4,1
9191,80,33,2
9192,62,70,88
9193,44,9,5
9194,20,12,6
9195,56,152,43
9196,59,17,14
9197,1,1,1
9198,5,1,7
9199,38,78,36
9200,19,6,6
9201,41,60,30
9202,227,159,119
9203,461,79,29
9204,34,10,16
9205,6,1,1
9206,7,2,1
9207,30,36,13
9208,109,2,24
9209,11,67,46
9210,387,180,72
9211,3,1,1
9212,4,1,1
9213,15,6,3
9214,78,44,4
9215,90,8,1
9216,47,9,7
9217,157,6,91
9218,60,52,3
9219,3,7,2
9220,76,1,3
9221,7,3,1
9222,12,16,3
9223,271,66,28
9224,5,7,5
9225,94,31,13
9226,75,20,21
9227,28,2,21
9228,113,164,51
9229,153,119,48
9230,33,11,6
9231,52,8,4
9232,21,7,4
9233,18,7,4
9234,33,46,15
9235,1,1,1
9236,1,1,1
9237,468,150,59
9238,5,5,1
9239,170,20,29
9240,7,4,1
9241,19,20,11
9242,3,2,2
9243,7,4,3
9244,10,6,2
9245,247,22,58
9246,129,58,6
9247,184,30,8
9248,174,11,15
9249,101,70,8
9250,1,10,4
9251,2,3,30
9252,24,6,1
9253,43,22,7
9254,50,124,9
9255,38,14,5
9256,61,24,21
9257,6,43,15
9258,76,5,5
9259,48,3,64
9260,113,8,1
9261,65,72,59
9262,99,79,46
9263,2,16,2
9264,7,7,1
9265,49,24,11
9266,37,2,8
9267,45,7,15
9268,122,22,13
9269,45,31,14
9270,175,24,16
9271,41,17,28
9272,24,13,1
9273,158,82,19
9274,45,14,2
9275,11,6,3
9276,12,6,6
9277,401,183,50
9278,36,15,9
9279,33,4,6
9280,534,103,51
9281,29,55,24
9282,47,9,5
9283,4,6,4
9284,112,39,32
9285,232,69,3
9286,38,7,9
9287,3,1,1
9288,66,87,4
9289,168,8,6
9290,511,169,97
9291,198,62,45
9292,242,122,22
9293,26,75,34
9294,102,70,8
9295,256,166,79
9296,224,114,11
9297,170,42,19
9298,147,158,16
9299,53,37,2
9300,132,57,6
9301,133,41,22
9302,236,10,33
9303,87,114,61
9304,250,59,21
9305,7,4,1
9306,37,37,36
9307,108,142,74
9308,140,154,44
9309,21,78,15
9310,212,49,42
9311,14,12,2
9312,33,8,4
9313,4,13,2
9314,1,1,1
9315,72,4,3
9316,4,1,1
9317,67,62,31
9318,6,1,1
9319,249,250,43
9320,7,5,2
9321,43,21,8
9322,408,42,71
9323,23,12,5
9324,127,26,8
9325,77,51,6
9326,21,40,24
9327,61,54,56
9328,49,23,9
9329,322,107,25
9330,18,11,18
9331,82,45,19
9332,16,10,5
9333,28,127,52
9334,59,30,6
9335,86,35,14
9336,1,1,1
9337,101,40,5
9338,9,1,1
9339,88,32,10
9340,118,21,4
9341,52,21,4
9342,10,26,14
9343,130,37,29
9344,71,27,19
9345,11,6,2
9346,45,21,8
9347,47,25,5
9348,23,6,2
9349,34,16,1
9350,18,6,4
9351,3,12,1
9352,7,14,26
9353,1,2,1
9354,15,8,13
9355,49,8,4
9356,33,8,3
9357,94,31,57
9358,142,49,61
9359,23,1,1
9360,17,10,10
9361,222,74,49
9362,60,7,5
9363,393,73,36
9364,20,1,3
9365,34,12,3
9366,4,5,2
9367,255,67,25
9368,4,1,1
9369,68,19,45
9370,43,16,9
9371,11,13,6
9372,22,97,16
9373,37,13,16
9374,35,4,4
9375,66,19,34
9376,51,30,2
9377,3,15,2
9378,68,19,4
9379,35,25,1
9380,8,2,1
9381,16,14,1
9382,3,3,5
9383,122,85,40
9384,114,8,11
9385,8,3,1
9386,67,25,7
9387,129,35,11
9388,64,4,5
9389,2,1,1
9390,330,54,52
9391,18,9,1
9392,6,1,2
9393,301,114,95
9394,20,85,51
9395,165,77,19
9396,13,6,3
9397,124,61,11
9398,154,26,2
9399,98,26,2
9400,112,93,21
9401,1,1,1
9402,51,9,8
9403,123,68,46
9404,29,20,4
9405,4,3,1
9406,98,37,12
9407,62,37,7
9408,462,51,89
9409,430,167,23
9410,135,128,30
9411,42,30,16
9412,103,24,19
9413,57,5,12
9414,13,12,10
9415,132,111,61
9416,21,13,3
9417,294,53,65
9418,14,13,5
9419,1,1,1
